hostname,n_planets,avg_pl_rade,first_disc_year,last_disc_year
KOI-351,8,3.9,2013,2017
TRAPPIST-1,7,0.979,2016,2017
HD 10180,6,6.677,2010,2010
HD 110067,6,2.431,2023,2023
HD 191939,6,6.59,2020,2022
HD 219134,6,3.669,2015,2015
HD 34445,6,8.855,2009,2017
HIP 41378,6,4.254,2016,2025
K2-138,6,2.584,2017,2021
Kepler-11,6,2.967,2010,2010
Kepler-20,6,2.293,2011,2016
Kepler-80,6,1.813,2012,2017
TOI-1136,6,3.052,2022,2022
TOI-178,6,2.218,2021,2021
55 Cnc,5,8.975,1996,2007
GJ 667 C,5,1.782,2012,2013
HD 108236,5,2.265,2020,2021
HD 134606,5,3.5,2024,2024
HD 158259,5,2.076,2020,2020
HD 23472,5,1.315,2019,2022
HD 40307,5,2.345,2009,2013
K2-268,5,1.848,2018,2021
K2-384,5,1.445,2022,2022
Kepler-102,5,1.042,2013,2014
Kepler-122,5,2.952,2014,2014
Kepler-139,5,5.677,2014,2025
Kepler-150,5,2.898,2014,2017
Kepler-154,5,2.41,2014,2016
Kepler-169,5,1.674,2014,2014
Kepler-186,5,1.232,2014,2014
Kepler-238,5,2.958,2013,2014
Kepler-292,5,2.008,2014,2014
Kepler-296,5,1.806,2014,2014
Kepler-32,5,1.844,2011,2012
Kepler-33,5,3.754,2011,2011
Kepler-444,5,0.543,2015,2015
Kepler-48,5,6.766,2012,2023
Kepler-55,5,1.874,2012,2014
Kepler-62,5,1.364,2013,2013
Kepler-82,5,3.698,2012,2019
Kepler-84,5,2.154,2012,2014
L 98-59,5,1.353,2019,2025
AU Mic,4,3.092,2020,2025
Barnard's star,4,0.699,2024,2025
DMPP-1,4,2.965,2019,2019
GJ 3293,4,3.59,2015,2017
GJ 676 A,4,7.338,2010,2016
GJ 876,4,8.433,1998,2010
HD 141399,4,13.925,2014,2014
HD 160691,4,3.17,2000,2006
HD 164922,4,5.505,2005,2021
HD 20781,4,2.615,2019,2019
HD 20794,4,1.95,2011,2025
HD 215152,4,,2018,2018
HD 3167,4,2.355,2016,2022
HR 8799,4,13.029,2008,2010
K2-133,4,1.669,2017,2019
K2-187,4,1.725,2018,2018
K2-266,4,2.416,2018,2018
K2-285,4,2.638,2018,2018
K2-32,4,3.282,2016,2019
K2-72,4,1.135,2016,2016
KOI-94,4,5.965,2013,2013
Kepler-100,4,2.605,2014,2023
Kepler-106,4,1.708,2014,2014
Kepler-107,4,1.724,2014,2014
Kepler-132,4,1.305,2014,2016
Kepler-138,4,1.114,2014,2022
Kepler-1388,4,2.543,2016,2016
Kepler-1542,4,0.76,2016,2016
Kepler-164,4,2.708,2014,2023
Kepler-167,4,3.698,2014,2016
Kepler-172,4,2.555,2014,2014
Kepler-176,4,1.998,2014,2016
Kepler-197,4,1.095,2014,2014
Kepler-1987,4,1.785,2023,2023
Kepler-208,4,1.425,2014,2014
Kepler-215,4,1.883,2014,2014
Kepler-220,4,1.173,2014,2014
Kepler-221,4,2.5,2014,2014
Kepler-223,4,4.068,2014,2014
Kepler-224,4,2.195,2014,2014
Kepler-235,4,1.945,2014,2014
Kepler-24,4,2.328,2011,2014
Kepler-245,4,2.383,2014,2016
Kepler-251,4,2.41,2014,2014
Kepler-256,4,2.143,2014,2014
Kepler-26,4,2.245,2011,2014
Kepler-265,4,2.393,2014,2014
Kepler-279,4,3.787,2013,2025
Kepler-282,4,1.943,2013,2014
Kepler-286,4,1.428,2014,2014
Kepler-289,4,4.923,2014,2025
Kepler-299,4,1.925,2014,2014
Kepler-304,4,2.245,2014,2016
Kepler-305,4,2.863,2013,2020
Kepler-306,4,2.153,2014,2014
Kepler-324,4,1.865,2014,2021
Kepler-338,4,2.335,2014,2014
Kepler-341,4,1.68,2014,2014
Kepler-342,4,1.895,2014,2016
Kepler-37,4,0.866,2013,2014
Kepler-402,4,1.405,2014,2014
Kepler-411,4,3.355,2013,2018
Kepler-49,4,2.046,2012,2014
Kepler-51,4,6.995,2012,2024
Kepler-58,4,2.548,2012,2023
Kepler-65,4,4.855,2012,2019
Kepler-68,4,7.109,2013,2023
Kepler-758,4,1.955,2016,2016
Kepler-79,4,4.46,2012,2014
Kepler-85,4,1.556,2012,2014
TOI-1203,4,3.487,2025,2025
TOI-1246,4,3.102,2022,2022
TOI-2076,4,2.718,2021,2025
TOI-4010,4,7.108,2023,2023
TOI-500,4,3.399,2022,2022
TOI-561,4,2.349,2020,2020
TOI-5789,4,2.365,2026,2026
TOI-700,4,1.385,2020,2023
V1298 Tau,4,8.061,2019,2019
WASP-47,4,6.113,2012,2015
rho CrB,4,6.548,1997,2023
tau Cet,4,1.498,2017,2017
2MASS J19383260+4603591,3,13.467,2015,2022
47 UMa,3,13.633,1996,2009
61 Vir,3,3.893,2009,2009
CoRoT-7,3,2.94,2009,2022
EPIC 206024342,3,1.9,2019,2021
EPIC 249893012,3,3.187,2020,2020
GJ 1061,3,1.147,2020,2020
GJ 163,3,3.89,2013,2013
GJ 180,3,2.5,2014,2020
GJ 3138,3,2.097,2017,2017
GJ 357,3,1.733,2019,2019
GJ 367,3,1.63,2021,2023
GJ 3998,3,2.077,2016,2025
GJ 433,3,3.58,2011,2020
GJ 581,3,2.89,2005,2009
GJ 9827,3,1.517,2017,2017
HD 11506,3,13.067,2007,2022
HD 125612,3,9.99,2007,2009
HD 136352,3,2.381,2019,2019
HD 142,3,12.0,2001,2022
HD 153557,3,7.01,2022,2022
HD 181433,3,13.2,2008,2008
HD 184010,3,12.733,2022,2022
HD 204313,3,9.803,2010,2022
HD 224018,3,1.91,2025,2025
HD 22946,3,2.099,2022,2023
HD 27894,3,11.68,2005,2017
HD 28109,3,3.31,2022,2022
HD 28471,3,2.023,2025,2025
HD 31527,3,3.51,2019,2019
HD 33142,3,12.307,2011,2022
HD 37124,3,14.033,2002,2005
HD 39091,3,6.013,2001,2022
HD 39194,3,2.017,2021,2021
HD 42813,3,2.166,2023,2023
HD 48948,3,2.633,2024,2024
HD 63433,3,1.968,2020,2023
HD 69830,3,3.693,2006,2006
HD 73344,3,9.861,2024,2025
HD 7924,3,,2008,2015
HD 93385,3,2.443,2021,2021
HD 96700,3,2.743,2021,2021
HIP 14810,3,13.567,2005,2009
HIP 57274,3,14.2,2011,2011
HR 858,3,1.995,2019,2019
K2-136,3,1.86,2017,2017
K2-148,3,1.567,2018,2018
K2-155,3,2.1,2018,2018
K2-157,3,4.058,2018,2025
K2-16,3,1.863,2015,2019
K2-165,3,1.826,2018,2018
K2-183,3,1.9,2018,2018
K2-19,3,4.07,2015,2016
K2-198,3,2.683,2018,2019
K2-219,3,1.787,2018,2018
K2-233,3,1.65,2018,2018
K2-239,3,1.067,2018,2018
K2-3,3,1.706,2015,2015
K2-352,3,1.84,2021,2021
K2-368,3,1.547,2022,2022
K2-37,3,2.037,2016,2016
K2-381,3,1.588,2022,2022
K2-58,3,2.003,2016,2016
K2-80,3,2.011,2016,2018
KIC 10001893,3,,2014,2014
KOI-142,3,10.179,2013,2020
KOI-7892,3,3.162,2015,2021
Kepler-10,3,2.438,2011,2023
Kepler-104,3,3.27,2014,2014
Kepler-1073,3,1.809,2016,2021
Kepler-1130,3,0.746,2016,2021
Kepler-114,3,1.797,2013,2014
Kepler-124,3,1.197,2014,2014
Kepler-1254,3,1.387,2016,2016
Kepler-126,3,1.867,2014,2014
Kepler-127,3,2.233,2014,2014
Kepler-129,3,5.84,2014,2021
Kepler-130,3,1.853,2014,2014
Kepler-1311,3,4.039,2016,2021
Kepler-1321,3,3.316,2016,2021
Kepler-142,3,2.337,2014,2014
Kepler-1468,3,2.071,2016,2021
Kepler-148,3,4.693,2014,2016
Kepler-149,3,3.26,2014,2014
Kepler-1530,3,2.19,2016,2021
Kepler-157,3,1.673,2014,2016
Kepler-158,3,1.483,2014,2024
Kepler-160,3,2.738,2014,2020
Kepler-166,3,2.127,2014,2016
Kepler-1669,3,1.967,2020,2023
Kepler-171,3,2.263,2014,2014
Kepler-174,3,1.88,2014,2014
Kepler-178,3,3.243,2014,2014
Kepler-18,3,4.823,2011,2011
Kepler-184,3,2.273,2014,2014
Kepler-19,3,3.65,2011,2017
Kepler-191,3,1.827,2014,2016
Kepler-192,3,2.183,2014,2016
Kepler-194,3,2.167,2014,2014
Kepler-196,3,2.267,2014,2021
Kepler-198,3,2.273,2014,2016
Kepler-203,3,2.16,2014,2014
Kepler-206,3,1.387,2014,2014
Kepler-207,3,2.127,2014,2014
Kepler-217,3,1.8,2014,2016
Kepler-218,3,2.427,2014,2016
Kepler-219,3,3.113,2014,2014
Kepler-222,3,3.83,2014,2014
Kepler-226,3,1.68,2014,2014
Kepler-228,3,2.757,2014,2014
Kepler-229,3,3.657,2014,2014
Kepler-23,3,2.283,2011,2014
Kepler-244,3,2.373,2014,2014
Kepler-247,3,3.223,2014,2014
Kepler-249,3,1.39,2014,2014
Kepler-25,3,5.988,2011,2014
Kepler-250,3,1.863,2014,2014
Kepler-253,3,2.483,2014,2014
Kepler-254,3,2.84,2014,2014
Kepler-255,3,1.953,2014,2016
Kepler-257,3,4.323,2014,2014
Kepler-267,3,2.127,2014,2014
Kepler-27,3,3.869,2011,2021
Kepler-271,3,0.947,2014,2016
Kepler-272,3,1.823,2014,2014
Kepler-275,3,3.017,2014,2014
Kepler-276,3,2.857,2013,2014
Kepler-281,3,4.689,2014,2021
Kepler-288,3,2.397,2014,2014
Kepler-290,3,1.937,2014,2023
Kepler-295,3,1.25,2014,2014
Kepler-298,3,2.13,2014,2014
Kepler-30,3,8.333,2012,2012
Kepler-301,3,1.483,2014,2014
Kepler-31,3,4.9,2011,2014
Kepler-310,3,2.347,2014,2014
Kepler-311,3,1.727,2014,2023
Kepler-319,3,2.183,2014,2014
Kepler-325,3,2.747,2014,2014
Kepler-326,3,1.377,2014,2014
Kepler-327,3,1.29,2014,2014
Kepler-331,3,1.767,2014,2014
Kepler-332,3,1.147,2014,2014
Kepler-334,3,1.32,2014,2014
Kepler-336,3,1.83,2014,2014
Kepler-339,3,1.247,2014,2014
Kepler-347,3,2.253,2014,2023
Kepler-350,3,2.583,2013,2014
Kepler-351,3,2.99,2014,2016
Kepler-352,3,0.969,2014,2021
Kepler-354,3,1.463,2014,2014
Kepler-357,3,2.647,2014,2014
Kepler-359,3,3.947,2014,2014
Kepler-363,3,1.633,2014,2014
Kepler-372,3,1.713,2014,2014
Kepler-374,3,1.147,2014,2014
Kepler-381,3,1.059,2014,2021
Kepler-385,3,2.796,2014,2020
Kepler-394,3,1.587,2014,2021
Kepler-398,3,0.94,2014,2016
Kepler-399,3,1.427,2014,2014
Kepler-401,3,2.043,2014,2016
Kepler-403,3,1.473,2014,2016
Kepler-416,3,2.147,2014,2023
Kepler-42,3,0.693,2011,2011
Kepler-431,3,0.847,2015,2015
Kepler-445,3,1.78,2015,2015
Kepler-446,3,1.32,2015,2015
Kepler-450,3,3.199,2015,2015
Kepler-454,3,9.523,2015,2023
Kepler-46,3,8.066,2012,2014
Kepler-47,3,4.913,2012,2019
Kepler-487,3,5.625,2016,2021
Kepler-52,3,1.963,2012,2014
Kepler-529,3,2.218,2016,2021
Kepler-53,3,2.727,2012,2014
Kepler-54,3,1.62,2012,2014
Kepler-549,3,3.233,2016,2023
Kepler-56,3,9.703,2012,2016
Kepler-60,3,1.867,2012,2012
Kepler-603,3,3.49,2016,2016
Kepler-616,3,2.831,2016,2021
Kepler-619,3,3.007,2016,2023
Kepler-763,3,1.437,2016,2023
Kepler-770,3,1.633,2016,2016
Kepler-81,3,2.0,2012,2014
Kepler-83,3,2.377,2012,2014
Kepler-9,3,6.003,2010,2010
Kepler-92,3,2.726,2013,2015
Kepler-968,3,2.09,2016,2021
LHS 1678,3,0.869,2021,2024
LP 791-18,3,1.561,2019,2023
PSR B1257+12,3,1.349,1992,1994
TOI-1117,3,2.88,2025,2025
TOI-125,3,2.805,2019,2020
TOI-1260,3,2.763,2021,2022
TOI-1266,3,2.08,2020,2025
TOI-1749,3,2.01,2021,2021
TOI-2141,3,3.156,2023,2025
TOI-270,3,1.87,2019,2019
TOI-431,3,2.02,2021,2021
TOI-4504,3,9.129,2024,2024
TOI-451,3,3.027,2020,2020
TOI-663,3,2.15,2024,2024
TOI-712,3,2.408,2022,2022
TOI-7510,3,9.547,2025,2025
Teegarden's Star,3,1.008,2019,2024
WASP-132,3,8.247,2016,2024
Wolf 1061,3,1.853,2015,2015
YZ Cet,3,0.998,2017,2017
ups And,3,12.933,1996,1999
14 Her,2,12.75,2002,2021
24 Sex,2,13.65,2010,2010
55 Cnc B,2,1.925,2025,2025
7 CMa,2,13.65,2011,2019
75 Cet,2,13.6,2012,2023
BD+20 2457,2,12.25,2009,2009
BD-06 1339,2,8.38,2013,2013
BD-08 2823,2,12.5,2009,2009
BD-11 4672,2,9.07,2014,2020
BD-210397,2,13.45,2023,2023
CoRoT-20,2,10.808,2011,2018
CoRoT-24,2,4.35,2014,2014
EPIC 201595106,2,2.792,2021,2024
EPIC 206042996,2,1.45,2019,2021
EPIC 206317286,2,1.527,2019,2022
EPIC 212297394,2,1.875,2019,2021
EPIC 212587672,2,1.79,2019,2021
EPIC 212624936,2,1.75,2021,2021
EPIC 212737443,2,2.638,2019,2019
EPIC 220674823,2,2.258,2016,2016
G 192-15,2,2.445,2025,2025
G 264-012,2,1.575,2021,2021
GJ 1002,2,1.065,2022,2022
GJ 1132,2,1.311,2015,2018
GJ 1148,2,10.805,2010,2017
GJ 143,2,1.751,2019,2019
GJ 15 A,2,4.11,2014,2018
GJ 2030,2,7.165,2022,2022
GJ 229,2,3.42,2014,2020
GJ 251,2,1.795,2020,2025
GJ 273,2,1.285,2017,2017
GJ 317,2,13.45,2007,2018
GJ 328,2,9.105,2013,2023
GJ 3323,2,1.275,2017,2017
GJ 3473,2,1.947,2020,2020
GJ 3512,2,14.3,2019,2020
GJ 3929,2,1.675,2022,2022
GJ 411,2,2.605,2019,2021
GJ 414 A,2,5.515,2021,2021
GJ 536,2,2.355,2016,2025
GJ 682,2,2.41,2014,2014
GJ 687,2,4.23,2014,2020
GJ 806,2,1.805,2023,2023
GJ 849,2,13.85,2006,2014
GJ 887,2,2.275,2020,2020
HAT-P-11,2,8.78,2008,2018
HAT-P-13,2,13.279,2009,2009
HAT-P-17,2,12.435,2010,2010
HAT-P-2,2,11.53,2007,2023
HAT-P-44,2,13.461,2014,2014
HATS-59,2,12.461,2018,2018
HD 102329,2,13.05,2011,2018
HD 104067,2,6.445,2009,2024
HD 105618,2,8.67,2022,2022
HD 106315,2,3.395,2017,2017
HD 107148,2,7.15,2005,2021
HD 108874,2,13.7,2002,2005
HD 109271,2,4.79,2013,2013
HD 109833,2,2.739,2022,2022
HD 110113,2,2.082,2021,2021
HD 111232,2,12.4,2003,2022
HD 113337,2,12.6,2013,2020
HD 113538,2,13.5,2010,2010
HD 114783,2,13.55,2001,2018
HD 115404 A,2,9.295,2022,2022
HD 116029,2,13.65,2011,2018
HD 118203,2,12.589,2005,2024
HD 11964,2,9.74,2005,2008
HD 12235,2,7.865,2022,2022
HD 12661,2,13.25,2000,2002
HD 128311,2,13.25,2002,2005
HD 133131 A,2,13.95,2016,2016
HD 134060,2,4.535,2019,2019
HD 134987,2,13.7,1999,2009
HD 137496,2,6.955,2021,2021
HD 13808,2,3.24,2021,2021
HD 13908,2,13.35,2013,2013
HD 140901,2,8.735,2022,2022
HD 1461,2,2.325,2010,2015
HD 147018,2,13.05,2009,2009
HD 147873,2,13.05,2016,2016
HD 148164,2,13.25,2018,2018
HD 151450,2,9.87,2022,2022
HD 152843,2,4.495,2021,2021
HD 15337,2,2.148,2019,2019
HD 154857,2,13.25,2004,2014
HD 155358,2,13.85,2007,2007
HD 155918,2,7.735,2022,2022
HD 156098,2,8.46,2022,2022
HD 156279,2,12.5,2011,2018
HD 156668,2,4.02,2010,2021
HD 15906,2,2.585,2023,2023
HD 159243,2,13.55,2013,2013
HD 159868,2,13.65,2006,2012
HD 1605,2,13.4,2015,2015
HD 163607,2,13.6,2010,2010
HD 168443,2,12.4,1998,2000
HD 169830,2,12.9,2000,2003
HD 176986,2,,2017,2017
HD 177830,2,10.685,1999,2010
HD 18143,2,7.89,2022,2022
HD 183263,2,12.8,2004,2008
HD 187123,2,13.7,1998,2008
HD 189567,2,2.695,2021,2021
HD 190360,2,8.995,2003,2005
HD 192310,2,4.76,2011,2011
HD 196067,2,7.805,2012,2025
HD 20003,2,3.66,2019,2019
HD 200964,2,13.6,2010,2010
HD 202696,2,,2019,2019
HD 203387,2,12.85,2022,2022
HD 206893,2,15.188,2021,2022
HD 207832,2,14.1,2012,2012
HD 213885,2,3.228,2019,2019
HD 215497,2,13.0,2009,2009
HD 216520,2,3.105,2020,2020
HD 21693,2,3.57,2019,2019
HD 217107,2,13.25,1998,2005
HD 217786,2,7.455,2011,2022
HD 219828,2,8.395,2007,2016
HD 23079,2,8.0,2001,2025
HD 24040,2,11.125,2006,2021
HD 25463,2,1.954,2023,2023
HD 25912,2,9.55,2022,2022
HD 260655,2,1.386,2022,2022
HD 28185,2,12.45,2001,2022
HD 30177,2,12.65,2002,2016
HD 33844,2,13.45,2015,2015
HD 35843,2,2.415,2025,2025
HD 37605,2,13.15,2004,2012
HD 38529,2,13.3,2000,2000
HD 4203,2,13.3,2001,2014
HD 43197,2,13.4,2010,2022
HD 45184,2,3.215,2019,2019
HD 45364,2,11.615,2008,2008
HD 47186,2,9.01,2008,2008
HD 4732,2,13.25,2012,2012
HD 47366,2,13.45,2016,2016
HD 50499,2,13.35,2005,2019
HD 51608,2,3.745,2019,2019
HD 5278,2,3.47,2021,2021
HD 5319,2,13.65,2007,2014
HD 60532,2,13.55,2008,2008
HD 62364,2,12.05,2022,2022
HD 63935,2,2.99,2021,2021
HD 65216,2,13.5,2003,2013
HD 66428,2,12.95,2005,2021
HD 67087,2,13.0,2015,2015
HD 68988,2,12.8,2001,2021
HD 72659,2,12.65,2002,2022
HD 73267,2,12.9,2008,2022
HD 73526,2,13.2,2002,2005
HD 73583,2,2.59,2022,2022
HD 74156,2,13.0,2003,2003
HD 74698,2,9.56,2023,2023
HD 75784,2,13.3,2014,2018
HD 75898,2,12.9,2007,2024
HD 80653,2,7.207,2020,2023
HD 81817,2,12.0,2020,2022
HD 82943,2,13.45,2003,2003
HD 83443,2,13.85,2002,2022
HD 86226,2,8.23,2009,2020
HD 87816,2,12.55,2025,2025
HD 92788,2,13.0,2000,2019
HD 93351,2,6.995,2022,2022
HD 93963 A,2,2.295,2022,2022
HD 9446,2,13.7,2009,2009
HD 94890,2,12.9,2025,2025
HD 95089,2,13.4,2009,2018
HD 99492,2,4.93,2004,2023
HD 99706,2,13.25,2011,2018
HIP 111909,2,13.8,2025,2025
HIP 113103,2,2.115,2023,2023
HIP 38594,2,5.355,2020,2020
HIP 5158,2,12.9,2009,2011
HIP 54373,2,3.22,2019,2019
HIP 56998,2,0.973,2025,2025
HIP 65407,2,14.1,2016,2016
HIP 67522,2,8.962,2020,2024
HIP 67851,2,13.2,2015,2015
HIP 8152,2,2.53,2023,2023
HIP 8541,2,13.25,2016,2022
HIP 9618,2,3.628,2023,2023
HIP 97166,2,2.615,2021,2021
HU Aqr,2,12.85,2011,2011
K2-111,2,2.575,2017,2020
K2-117,2,2.045,2017,2017
K2-141,2,4.255,2018,2018
K2-146,2,2.12,2018,2019
K2-154,2,2.03,2018,2018
K2-158,2,1.96,2018,2018
K2-166,2,1.705,2018,2019
K2-168,2,1.585,2018,2019
K2-170,2,1.61,2018,2018
K2-172,2,2.436,2018,2018
K2-18,2,2.51,2015,2017
K2-185,2,1.77,2018,2018
K2-188,2,2.09,2018,2018
K2-189,2,1.857,2018,2018
K2-190,2,1.225,2018,2018
K2-195,2,2.853,2018,2018
K2-199,2,2.29,2018,2018
K2-201,2,2.343,2018,2018
K2-21,2,2.165,2015,2015
K2-223,2,1.195,2018,2018
K2-224,2,1.985,2018,2018
K2-229,2,1.515,2018,2018
K2-24,2,6.45,2016,2016
K2-240,2,1.9,2018,2018
K2-243,2,2.09,2018,2018
K2-247,2,2.155,2018,2018
K2-254,2,1.91,2018,2018
K2-264,2,2.45,2018,2018
K2-270,2,2.165,2018,2018
K2-275,2,2.275,2018,2018
K2-282,2,2.05,2018,2019
K2-290,2,7.168,2019,2019
K2-316,2,1.58,2020,2020
K2-331,2,2.255,2021,2021
K2-343,2,1.835,2021,2021
K2-348,2,2.965,2021,2021
K2-35,2,1.625,2016,2016
K2-350,2,2.14,2016,2021
K2-36,2,2.315,2016,2016
K2-374,2,1.903,2022,2022
K2-38,2,1.915,2016,2016
K2-389,2,2.185,2022,2022
K2-395,2,2.996,2022,2022
K2-396,2,2.352,2022,2022
K2-398,2,3.686,2022,2022
K2-407,2,1.322,2022,2022
K2-413,2,0.996,2022,2022
K2-414,2,1.574,2022,2022
K2-43,2,3.465,2016,2019
K2-5,2,2.085,2015,2015
K2-50,2,1.295,2016,2019
K2-59,2,2.355,2016,2016
K2-62,2,2.005,2016,2016
K2-63,2,3.56,2016,2016
K2-73,2,7.79,2016,2025
K2-75,2,2.72,2016,2016
K2-8,2,2.995,2015,2016
K2-83,2,1.364,2016,2016
K2-84,2,2.22,2016,2016
K2-90,2,1.95,2016,2016
K2-99,2,12.241,2016,2022
KELT-6,2,13.786,2014,2015
KIC 5437945,2,5.96,2015,2016
KIC 9663113,2,4.4,2015,2016
KMT-2020-BLG-0414L,2,6.55,2021,2021
KMT-2021-BLG-1077L,2,10.23,2022,2022
KMT-2022-BLG-1818L,2,13.1,2026,2026
KMT-2024-BLG-0404L,2,8.115,2025,2025
KOBE-1,2,3.235,2025,2025
KOI-12,2,12.894,2015,2017
KOI-134,2,10.949,2025,2025
KOI-1599,2,1.9,2019,2019
KOI-1783,2,7.15,2020,2020
KOI-3503,2,1.2,2021,2021
KOI-55,2,0.813,2011,2011
KOI-984,2,9.2,2022,2022
Kepler-1001,2,2.364,2016,2020
Kepler-101,2,3.51,2014,2014
Kepler-1016,2,2.93,2016,2016
Kepler-103,2,4.47,2014,2014
Kepler-1038,2,2.473,2016,2021
Kepler-1047,2,1.54,2016,2016
Kepler-105,2,1.985,2013,2014
Kepler-1050,2,1.54,2016,2016
Kepler-1052,2,2.615,2016,2023
Kepler-1065,2,2.665,2016,2016
Kepler-1067,2,1.273,2016,2021
Kepler-108,2,8.415,2014,2014
Kepler-1085,2,5.244,2016,2020
Kepler-1086,2,2.69,2016,2016
Kepler-109,2,2.57,2014,2014
Kepler-1090,2,2.771,2016,2021
Kepler-1093,2,1.955,2016,2016
Kepler-110,2,2.02,2014,2014
Kepler-111,2,4.332,2014,2014
Kepler-112,2,2.38,2014,2014
Kepler-1126,2,1.59,2016,2023
Kepler-1129,2,2.845,2016,2016
Kepler-113,2,2.0,2014,2014
Kepler-1143,2,2.635,2016,2016
Kepler-115,2,1.845,2014,2014
Kepler-1154,2,2.35,2016,2016
Kepler-116,2,2.86,2014,2014
Kepler-1162,2,2.01,2016,2023
Kepler-1165,2,2.455,2016,2021
Kepler-117,2,10.2,2014,2014
Kepler-118,2,4.82,2014,2014
Kepler-1181,2,1.7,2016,2023
Kepler-119,2,2.26,2014,2014
Kepler-120,2,1.84,2014,2014
Kepler-121,2,2.305,2014,2014
Kepler-123,2,2.21,2014,2014
Kepler-1245,2,1.44,2016,2016
Kepler-125,2,1.555,2014,2014
Kepler-1266,2,2.13,2016,2021
Kepler-128,2,1.471,2013,2013
Kepler-131,2,1.625,2014,2014
Kepler-1312,2,1.564,2016,2021
Kepler-1315,2,1.612,2016,2021
Kepler-1322,2,1.882,2016,2021
Kepler-133,2,2.3,2014,2014
Kepler-1336,2,1.845,2016,2016
Kepler-134,2,1.63,2014,2014
Kepler-135,2,1.485,2014,2014
Kepler-1350,2,2.125,2016,2016
Kepler-136,2,2.02,2014,2014
Kepler-1365,2,0.86,2016,2016
Kepler-137,2,1.675,2014,2014
Kepler-1370,2,1.555,2016,2016
Kepler-1371,2,0.685,2016,2016
Kepler-1398,2,0.965,2016,2016
Kepler-140,2,1.705,2014,2014
Kepler-141,2,1.05,2014,2014
Kepler-143,2,2.89,2014,2014
Kepler-144,2,1.34,2014,2014
Kepler-145,2,3.485,2013,2013
Kepler-146,2,3.42,2014,2014
Kepler-1464,2,1.33,2016,2016
Kepler-147,2,1.98,2014,2014
Kepler-1471,2,1.645,2016,2023
Kepler-1487,2,5.05,2016,2023
Kepler-1488,2,1.756,2016,2021
Kepler-1489,2,1.14,2016,2024
Kepler-1491,2,1.975,2016,2023
Kepler-151,2,2.575,2014,2014
Kepler-1513,2,9.797,2016,2023
Kepler-1514,2,6.798,2016,2020
Kepler-1518,2,2.975,2016,2023
Kepler-152,2,2.59,2014,2014
Kepler-153,2,2.725,2014,2014
Kepler-155,2,2.165,2014,2014
Kepler-156,2,2.425,2014,2014
Kepler-159,2,2.895,2014,2014
Kepler-1600,2,2.536,2016,2021
Kepler-161,2,2.085,2014,2014
Kepler-1610,2,1.85,2016,2023
Kepler-162,2,2.145,2014,2014
Kepler-163,2,1.655,2014,2014
Kepler-1641,2,3.03,2016,2016
Kepler-1642,2,2.93,2016,2016
Kepler-1649,2,1.039,2017,2020
Kepler-165,2,2.275,2014,2014
Kepler-1656,2,9.287,2018,2022
Kepler-1666,2,3.059,2020,2020
Kepler-168,2,2.075,2014,2014
Kepler-1693,2,1.133,2020,2021
Kepler-170,2,3.03,2014,2014
Kepler-1705,2,2.04,2021,2021
Kepler-173,2,1.86,2014,2014
Kepler-175,2,2.83,2014,2014
Kepler-177,2,6.115,2013,2013
Kepler-179,2,1.82,2014,2014
Kepler-180,2,2.255,2014,2014
Kepler-1801,2,2.81,2021,2023
Kepler-1802,2,1.997,2021,2021
Kepler-181,2,1.63,2014,2014
Kepler-1814,2,2.065,2021,2023
Kepler-182,2,3.005,2014,2014
Kepler-183,2,2.165,2014,2014
Kepler-1834,2,1.34,2021,2023
Kepler-185,2,1.595,2014,2014
Kepler-1859,2,1.622,2021,2023
Kepler-1869,2,0.93,2021,2023
Kepler-187,2,2.04,2014,2014
Kepler-188,2,2.435,2014,2014
Kepler-189,2,1.795,2014,2014
Kepler-1894,2,1.206,2021,2023
Kepler-190,2,1.51,2014,2014
Kepler-1907,2,1.013,2021,2021
Kepler-1921,2,2.152,2021,2023
Kepler-193,2,2.57,2014,2014
Kepler-195,2,1.79,2014,2014
Kepler-1972,2,0.835,2022,2022
Kepler-199,2,3.18,2014,2014
Kepler-1990,2,2.125,2023,2023
Kepler-1991,2,2.02,2023,2023
Kepler-1996,2,2.535,2023,2023
Kepler-200,2,1.86,2014,2014
Kepler-2000,2,2.15,2023,2023
Kepler-2001,2,1.43,2023,2023
Kepler-201,2,2.655,2014,2014
Kepler-202,2,1.74,2014,2014
Kepler-204,2,2.16,2014,2014
Kepler-205,2,1.575,2014,2014
Kepler-209,2,2.68,2014,2014
Kepler-210,2,3.28,2014,2014
Kepler-211,2,1.275,2014,2014
Kepler-212,2,1.915,2014,2014
Kepler-213,2,1.98,2014,2014
Kepler-214,2,2.37,2014,2014
Kepler-216,2,2.695,2014,2014
Kepler-225,2,1.52,2014,2014
Kepler-227,2,3.075,2014,2014
Kepler-230,2,3.15,2014,2014
Kepler-231,2,1.83,2014,2014
Kepler-232,2,3.455,2014,2014
Kepler-233,2,2.57,2014,2014
Kepler-234,2,3.605,2014,2014
Kepler-236,2,1.785,2014,2014
Kepler-237,2,1.745,2014,2014
Kepler-239,2,2.42,2014,2014
Kepler-240,2,1.785,2014,2014
Kepler-241,2,2.45,2014,2014
Kepler-242,2,2.305,2014,2014
Kepler-243,2,2.22,2014,2014
Kepler-246,2,1.92,2014,2014
Kepler-248,2,3.545,2014,2014
Kepler-252,2,1.69,2014,2014
